mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__batch_size,param_clf__epochs,param_clf__layers,param_clf__optimizer,param_preproc__k,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
1.7509291172027588,0.039078365629630955,0.15212688446044922,0.006302039928632295,16,5,"[64, 32]",adam,80,"{'clf__batch_size': 16, 'clf__epochs': 5, 'clf__layers': [64, 32], 'clf__optimizer': 'adam', 'preproc__k': 80}",0.7621951219512195,0.7367886178861789,0.7408536585365854,0.7367886178861789,0.7520325203252033,0.7457317073170732,0.009944820994085422,118,0.7457377511189661,0.7282764624937302,0.7245815246775144,0.7283055312080595,0.7394113963379977,0.7332625331672535,0.007977872633967176,116
1.7956984996795655,0.06443580840580622,0.14572649002075194,0.012637564345742779,16,5,"[64, 32]",adam,90,"{'clf__batch_size': 16, 'clf__epochs': 5, 'clf__layers': [64, 32], 'clf__optimizer': 'adam', 'preproc__k': 90}",0.8729674796747967,0.8709349593495935,0.8313008130081301,0.8932926829268293,0.8902439024390244,0.8717479674796749,0.022110607729223443,74,0.8617693402566381,0.8646618942098332,0.8184601813754926,0.8882971246487122,0.8851061799945221,0.8636589440970397,0.024958078979361385,71
1.954892873764038,0.12527940818962316,0.15002031326293946,0.007552370156506137,16,5,"[64, 32]",adam,100,"{'clf__batch_size': 16, 'clf__epochs': 5, 'clf__layers': [64, 32], 'clf__optimizer': 'adam', 'preproc__k': 100}",0.931910569105691,0.9126016260162602,0.891260162601626,0.9105691056910569,0.9166666666666666,0.9126016260162603,0.013030341808800493,48,0.9216891599182556,0.8976056793842088,0.8761039011065522,0.897679805872291,0.9069538313730788,0.9000064755308772,0.01483856349778694,48
2.0074821949005126,0.13398786758646597,0.15141987800598145,0.013044598649755861,16,5,"[64, 32]",adam,110,"{'clf__batch_size': 16, 'clf__epochs': 5, 'clf__layers': [64, 32], 'clf__optimizer': 'adam', 'preproc__k': 110}",0.9563008130081301,0.9359756097560976,0.9400406504065041,0.9512195121951219,0.9715447154471545,0.9510162601626015,0.012618006662738813,35,0.9466850966958287,0.9239549508858452,0.9294824920797936,0.9400192541447473,0.9644832436566247,0.940925007492568,0.014197911734653335,35
1.9418477058410644,0.15292715439329052,0.18192825317382813,0.05469691934901207,16,5,"[64, 32]",adam,120,"{'clf__batch_size': 16, 'clf__epochs': 5, 'clf__layers': [64, 32], 'clf__optimizer': 'adam', 'preproc__k': 120}",0.9979674796747967,0.9969512195121951,0.9989837398373984,0.9989837398373984,0.9979674796747967,0.9981707317073172,0.0007604994688565126,6,0.997932528928464,0.9968888137708668,0.9989824113927414,0.9989833638624955,0.9979639448568399,0.9981502125622816,0.0007822921086105916,13
1.7856785297393798,0.11477899475516513,0.19052591323852539,0.07336279747852822,16,5,"[64, 32]",sgd,80,"{'clf__batch_size': 16, 'clf__epochs': 5, 'clf__layers': [64, 32], 'clf__optimizer': 'sgd', 'preproc__k': 80}",0.3201219512195122,0.46239837398373984,0.38109756097560976,0.5335365853658537,0.4095528455284553,0.4213414634146342,0.07249461792345009,159,0.2603926947572855,0.40397876701314184,0.318731336435955,0.4739515306223091,0.3394878034123596,0.35930842644821015,0.07343318046796452,159
1.636305809020996,0.04338922631214989,0.13842196464538575,0.004757100819486695,16,5,"[64, 32]",sgd,90,"{'clf__batch_size': 16, 'clf__epochs': 5, 'clf__layers': [64, 32], 'clf__optimizer': 'sgd', 'preproc__k': 90}",0.44410569105691056,0.358739837398374,0.3617886178861789,0.41565040650406504,0.6189024390243902,0.4398373983739837,0.09522178764663124,157,0.35395839075157026,0.27710509213413576,0.2792673192583695,0.36048026791909593,0.5592518188811565,0.36601257778886553,0.10290441687169542,158
1.6469530582427978,0.11770905318749826,0.14642200469970704,0.009811611743141007,16,5,"[64, 32]",sgd,100,"{'clf__batch_size': 16, 'clf__epochs': 5, 'clf__layers': [64, 32], 'clf__optimizer': 'sgd', 'preproc__k': 100}",0.5050813008130082,0.5619918699186992,0.516260162601626,0.42073170731707316,0.5701219512195121,0.5148373983739838,0.05335356174981542,151,0.43267531965669054,0.5102807709275691,0.4539882955328843,0.36447989164287276,0.49707244542479034,0.45169934463696143,0.051893906356308035,151
1.5933924198150635,0.12672077021572759,0.1726240634918213,0.054549108128390304,16,5,"[64, 32]",sgd,110,"{'clf__batch_size': 16, 'clf__epochs': 5, 'clf__layers': [64, 32], 'clf__optimizer': 'sgd', 'preproc__k': 110}",0.5294715447154471,0.6463414634146342,0.6361788617886179,0.4400406504065041,0.6270325203252033,0.5758130081300813,0.07977894719220627,143,0.4423329641077546,0.5909398072709396,0.5772814465986584,0.32816511669922116,0.581106602386967,0.5039651874127082,0.10353246068467108,143
1.4913094520568848,0.05174773367784011,0.14632720947265626,0.005715644154903278,16,5,"[64, 32]",sgd,120,"{'clf__batch_size': 16, 'clf__epochs': 5, 'clf__layers': [64, 32], 'clf__optimizer': 'sgd', 'preproc__k': 120}",0.6026422764227642,0.5985772357723578,0.5772357723577236,0.6117886178861789,0.5599593495934959,0.5900406504065041,0.01883346977009819,140,0.5228739112546356,0.5213706033815202,0.49983855216985834,0.5237086623373276,0.4615844718096986,0.5058752401906081,0.02385458366794785,142
2.0902703285217283,0.04905903329763779,0.14732084274291993,0.007009217172942794,16,5,"[128, 64]",adam,80,"{'clf__batch_size': 16, 'clf__epochs': 5, 'clf__layers': [128, 64], 'clf__optimizer': 'adam', 'preproc__k': 80}",0.7621951219512195,0.7367886178861789,0.7408536585365854,0.7367886178861789,0.7520325203252033,0.7457317073170732,0.009944820994085422,118,0.7457377511189661,0.7282764624937302,0.7245815246775144,0.7283055312080595,0.7394113963379977,0.7332625331672535,0.007977872633967176,116
2.290891647338867,0.18111519633034243,0.14662022590637208,0.007146429859941996,16,5,"[128, 64]",adam,90,"{'clf__batch_size': 16, 'clf__epochs': 5, 'clf__layers': [128, 64], 'clf__optimizer': 'adam', 'preproc__k': 90}",0.8719512195121951,0.8617886178861789,0.8313008130081301,0.8861788617886179,0.8902439024390244,0.8682926829268294,0.02109908824774144,82,0.8612331229558013,0.8604186144590382,0.8184601813754926,0.8837311290529412,0.8851061799945221,0.8617898455675592,0.024102785672666754,80
2.1143006801605226,0.022192730986608716,0.1479198455810547,0.005581692172715685,16,5,"[128, 64]",adam,100,"{'clf__batch_size': 16, 'clf__epochs': 5, 'clf__layers': [128, 64], 'clf__optimizer': 'adam', 'preproc__k': 100}",0.931910569105691,0.9126016260162602,0.891260162601626,0.9034552845528455,0.9166666666666666,0.9111788617886178,0.013552506567617601,51,0.9216891599182556,0.8976056793842088,0.8761039011065522,0.8925319862122763,0.9069538313730788,0.8989769115988743,0.015139811245934099,50
2.3115344524383543,0.09019559664089404,0.15942587852478027,0.008358768234997708,16,5,"[128, 64]",adam,110,"{'clf__batch_size': 16, 'clf__epochs': 5, 'clf__layers': [128, 64], 'clf__optimizer': 'adam', 'preproc__k': 110}",0.9563008130081301,0.9400406504065041,0.9400406504065041,0.9512195121951219,0.9715447154471545,0.9518292682926829,0.011721846223818057,31,0.9466850966958287,0.9272288948356021,0.9294824920797936,0.9400192541447473,0.9644832436566247,0.9415797962825193,0.013456302813215307,31
2.369536542892456,0.0820517168770434,0.16163477897644044,0.006274762401899771,16,5,"[128, 64]",adam,120,"{'clf__batch_size': 16, 'clf__epochs': 5, 'clf__layers': [128, 64], 'clf__optimizer': 'adam', 'preproc__k': 120}",0.9979674796747967,0.9969512195121951,0.9989837398373984,0.9989837398373984,0.9989837398373984,0.9983739837398374,0.0008130081300813218,2,0.997932528928464,0.9968888137708668,0.9989824113927414,0.9989833638624955,0.998983298560732,0.9983540833030599,0.0008380244559639145,4
1.9664758682250976,0.07935084142556299,0.1461165428161621,0.010333889733507448,16,5,"[128, 64]",sgd,80,"{'clf__batch_size': 16, 'clf__epochs': 5, 'clf__layers': [128, 64], 'clf__optimizer': 'sgd', 'preproc__k': 80}",0.592479674796748,0.6473577235772358,0.6067073170731707,0.6148373983739838,0.7235772357723578,0.6369918699186992,0.046890909070172584,134,0.5492706768633531,0.6169841980585176,0.5468744587333405,0.578272935363846,0.7027643413516808,0.5988333220741476,0.05781006806552618,134
1.9346570014953612,0.09872414345793286,0.15452356338500978,0.008623745665507889,16,5,"[128, 64]",sgd,90,"{'clf__batch_size': 16, 'clf__epochs': 5, 'clf__layers': [128, 64], 'clf__optimizer': 'sgd', 'preproc__k': 90}",0.7225609756097561,0.7154471544715447,0.5833333333333334,0.6880081300813008,0.6961382113821138,0.6810975609756098,0.05045974764694163,130,0.690057665298782,0.6757158768863422,0.5291835666975808,0.6400403756960931,0.6419255721706607,0.6353846113498918,0.05649579807953556,130
2.004555368423462,0.04635770597996264,0.14852514266967773,0.010592160561967523,16,5,"[128, 64]",sgd,100,"{'clf__batch_size': 16, 'clf__epochs': 5, 'clf__layers': [128, 64], 'clf__optimizer': 'sgd', 'preproc__k': 100}",0.741869918699187,0.8526422764227642,0.774390243902439,0.7449186991869918,0.7876016260162602,0.7802845528455286,0.040125678363303434,102,0.6946557041876054,0.8385753793216596,0.7335505630967123,0.7083592392708874,0.752349869269189,0.7454981510292107,0.05063065177199178,102
2.080560874938965,0.0711422073587321,0.1887338638305664,0.06747604224578314,16,5,"[128, 64]",sgd,110,"{'clf__batch_size': 16, 'clf__epochs': 5, 'clf__layers': [128, 64], 'clf__optimizer': 'sgd', 'preproc__k': 110}",0.8058943089430894,0.7947154471544715,0.7611788617886179,0.8109756097560976,0.7947154471544715,0.7934959349593497,0.01735872314861477,101,0.7698755536681372,0.7502474074371855,0.718823787954571,0.7682959381081572,0.7371933418183606,0.7488872057972823,0.01928530700770609,101
2.1965911388397217,0.18355301842004912,0.1768343448638916,0.0385412346257348,16,5,"[128, 64]",sgd,120,"{'clf__batch_size': 16, 'clf__epochs': 5, 'clf__layers': [128, 64], 'clf__optimizer': 'sgd', 'preproc__k': 120}",0.9502032520325203,0.8841463414634146,0.883130081300813,0.9054878048780488,0.8780487804878049,0.9002032520325203,0.02671353456231905,68,0.9436436813979696,0.8682077323253342,0.8492373743103434,0.8851002227762224,0.8561932255166687,0.8804764472653076,0.03384539753586401,68
3.44881067276001,0.3395174001299957,0.1570230484008789,0.014171986266268416,16,10,"[64, 32]",adam,80,"{'clf__batch_size': 16, 'clf__epochs': 10, 'clf__layers': [64, 32], 'clf__optimizer': 'adam', 'preproc__k': 80}",0.7571138211382114,0.7469512195121951,0.7357723577235772,0.7510162601626016,0.7479674796747967,0.7477642276422765,0.00696416329228123,110,0.7442247113132433,0.7310621834543882,0.7231663393392203,0.733093128957417,0.7385028639607486,0.7340098454050035,0.007094242807863971,108
3.2423848628997805,0.047603149475340424,0.1498192310333252,0.011397851288563417,16,10,"[64, 32]",adam,90,"{'clf__batch_size': 16, 'clf__epochs': 10, 'clf__layers': [64, 32], 'clf__optimizer': 'adam', 'preproc__k': 90}",0.8678861788617886,0.8709349593495935,0.8262195121951219,0.8932926829268293,0.8902439024390244,0.8697154471544716,0.023975125916265265,79,0.8592741299045494,0.8646618942098332,0.8164735337424862,0.8882971246487122,0.8851061799945221,0.8627625725000205,0.02572820208680887,76
3.5030468940734862,0.17639091339295995,0.15691900253295898,0.006980488027835763,16,10,"[64, 32]",adam,100,"{'clf__batch_size': 16, 'clf__epochs': 10, 'clf__layers': [64, 32], 'clf__optimizer': 'adam', 'preproc__k': 100}",0.926829268292683,0.9126016260162602,0.8841463414634146,0.9105691056910569,0.915650406504065,0.9099593495934959,0.014075845279008776,59,0.9177963423508818,0.8976056793842088,0.8712530814822657,0.897679805872291,0.9059367232670791,0.8980543264713452,0.015300507528090986,59
3.3703020572662354,0.1114495295525391,0.1567315101623535,0.00971336090166279,16,10,"[64, 32]",adam,110,"{'clf__batch_size': 16, 'clf__epochs': 10, 'clf__layers': [64, 32], 'clf__optimizer': 'adam', 'preproc__k': 110}",0.9563008130081301,0.9400406504065041,0.9400406504065041,0.9512195121951219,0.9715447154471545,0.9518292682926829,0.011721846223818057,31,0.9466850966958287,0.9272288948356021,0.9294824920797936,0.9400192541447473,0.9644832436566247,0.9415797962825193,0.013456302813215307,31
3.4697551250457765,0.23154121425432223,0.1519245147705078,0.008743452464597004,16,10,"[64, 32]",adam,120,"{'clf__batch_size': 16, 'clf__epochs': 10, 'clf__layers': [64, 32], 'clf__optimizer': 'adam', 'preproc__k': 120}",0.9979674796747967,0.9969512195121951,0.9989837398373984,0.9989837398373984,0.9979674796747967,0.9981707317073172,0.0007604994688565126,6,0.997932528928464,0.9968888137708668,0.9989841811140647,0.9989833638624955,0.9979639448568399,0.9981505665065462,0.0007826688624870652,6
2.905121183395386,0.15438939109443023,0.14593005180358887,0.005619615168503901,16,10,"[64, 32]",sgd,80,"{'clf__batch_size': 16, 'clf__epochs': 10, 'clf__layers': [64, 32], 'clf__optimizer': 'sgd', 'preproc__k': 80}",0.6880081300813008,0.6971544715447154,0.7073170731707317,0.6727642276422764,0.7540650406504065,0.7038617886178862,0.027552460492407383,128,0.6586527400740012,0.6784377677248314,0.6812285199542579,0.6448108985112956,0.7378175894053293,0.6801895031339431,0.03175097569632925,128
3.0716046333312987,0.1643276498964417,0.15492000579833984,0.006687456668342571,16,10,"[64, 32]",sgd,90,"{'clf__batch_size': 16, 'clf__epochs': 10, 'clf__layers': [64, 32], 'clf__optimizer': 'sgd', 'preproc__k': 90}",0.806910569105691,0.8353658536585366,0.7611788617886179,0.7560975609756098,0.8607723577235772,0.8040650406504064,0.04085011916877167,100,0.7672848709652744,0.8343502045439006,0.7309275297127964,0.717289623404905,0.8476747954903048,0.7795054048234362,0.05298107725562373,100
2.9470773220062254,0.0884500163286837,0.15101914405822753,0.011988226169214734,16,10,"[64, 32]",sgd,100,"{'clf__batch_size': 16, 'clf__epochs': 10, 'clf__layers': [64, 32], 'clf__optimizer': 'sgd', 'preproc__k': 100}",0.8211382113821138,0.8384146341463414,0.8373983739837398,0.8495934959349594,0.8495934959349594,0.8392276422764228,0.010451187099335315,98,0.7872454393112884,0.8087620021992469,0.8134000516966053,0.8229485610718815,0.822713069932452,0.8110138248422949,0.013076782472121386,97
2.9192065238952636,0.10252123140420634,0.1499250888824463,0.011408728873162126,16,10,"[64, 32]",sgd,110,"{'clf__batch_size': 16, 'clf__epochs': 10, 'clf__layers': [64, 32], 'clf__optimizer': 'sgd', 'preproc__k': 110}",0.8882113821138211,0.9380081300813008,0.8892276422764228,0.8434959349593496,0.8211382113821138,0.8760162601626016,0.04058429583486276,73,0.8604025162002628,0.9251805263987014,0.8611527274483586,0.8010022792081887,0.7705657086488928,0.8436607515808809,0.05365512120025132,95
2.843089389801025,0.13843540576677035,0.14762434959411622,0.0044732961182683256,16,10,"[64, 32]",sgd,120,"{'clf__batch_size': 16, 'clf__epochs': 10, 'clf__layers': [64, 32], 'clf__optimizer': 'sgd', 'preproc__k': 120}",0.975609756097561,0.9644308943089431,0.9908536585365854,0.9563008130081301,0.9654471544715447,0.9705284552845528,0.011868944163135301,24,0.9705768486256291,0.9553921367212325,0.9909879213167034,0.9484375688441652,0.9562463386554558,0.9643281628326372,0.015149047617387197,24
3.96162896156311,0.19350066310507988,0.15231847763061523,0.007751711984955137,16,10,"[128, 64]",adam,80,"{'clf__batch_size': 16, 'clf__epochs': 10, 'clf__layers': [128, 64], 'clf__optimizer': 'adam', 'preproc__k': 80}",0.7601626016260162,0.7469512195121951,0.7357723577235772,0.75,0.7560975609756098,0.7497967479674796,0.008390149366077366,105,0.7450951989586038,0.7310621834543882,0.7231663393392203,0.7326807181455477,0.7405233526285868,0.7345055585052693,0.007643547558780881,103
3.8091126441955567,0.045536968238772964,0.14071946144104003,0.0016310461944675652,16,10,"[128, 64]",adam,90,"{'clf__batch_size': 16, 'clf__epochs': 10, 'clf__layers': [128, 64], 'clf__optimizer': 'adam', 'preproc__k': 90}",0.8678861788617886,0.8709349593495935,0.8262195121951219,0.8932926829268293,0.8861788617886179,0.8689024390243901,0.023325329354381773,80,0.8592741299045494,0.8646618942098332,0.8164735337424862,0.8882971246487122,0.883343547055256,0.8624100459121674,0.025429983310641655,77
3.7702659130096436,0.05270071784969218,0.14112310409545897,0.0009776949067817212,16,10,"[128, 64]",adam,100,"{'clf__batch_size': 16, 'clf__epochs': 10, 'clf__layers': [128, 64], 'clf__optimizer': 'adam', 'preproc__k': 100}",0.926829268292683,0.9126016260162602,0.8841463414634146,0.9105691056910569,0.915650406504065,0.9099593495934959,0.014075845279008776,59,0.9177963423508818,0.8976056793842088,0.8712530814822657,0.897679805872291,0.9059367232670791,0.8980543264713452,0.015300507528090986,59
3.983701467514038,0.2185082926101487,0.17796764373779297,0.05495553345038642,16,10,"[128, 64]",adam,110,"{'clf__batch_size': 16, 'clf__epochs': 10, 'clf__layers': [128, 64], 'clf__optimizer': 'adam', 'preproc__k': 110}",0.9563008130081301,0.9400406504065041,0.9400406504065041,0.9512195121951219,0.9715447154471545,0.9518292682926829,0.011721846223818057,31,0.9466850966958287,0.9272288948356021,0.9294824920797936,0.9400192541447473,0.9644832436566247,0.9415797962825193,0.013456302813215307,31
4.313140392303467,0.1197393363687167,0.15653295516967775,0.004809092571821961,16,10,"[128, 64]",adam,120,"{'clf__batch_size': 16, 'clf__epochs': 10, 'clf__layers': [128, 64], 'clf__optimizer': 'adam', 'preproc__k': 120}",0.9979674796747967,0.9969512195121951,0.9989837398373984,0.9989837398373984,0.9989837398373984,0.9983739837398374,0.0008130081300813218,2,0.997932528928464,0.9968888137708668,0.9989841811140647,0.9989833638624955,0.998983298560732,0.9983544372473245,0.0008382900906888609,2
3.5789955615997315,0.13392151320551746,0.15622591972351074,0.012132626636980805,16,10,"[128, 64]",sgd,80,"{'clf__batch_size': 16, 'clf__epochs': 10, 'clf__layers': [128, 64], 'clf__optimizer': 'sgd', 'preproc__k': 80}",0.7327235772357723,0.7367886178861789,0.7154471544715447,0.6910569105691057,0.758130081300813,0.7268292682926829,0.022462798175440665,127,0.7103508556287325,0.7282764624937302,0.694319475147172,0.672663812565129,0.7411529474697928,0.7093527106609112,0.02425874337801568,126
3.535371112823486,0.16664291372235054,0.15252265930175782,0.013051699300273806,16,10,"[128, 64]",sgd,90,"{'clf__batch_size': 16, 'clf__epochs': 10, 'clf__layers': [128, 64], 'clf__optimizer': 'sgd', 'preproc__k': 90}",0.8475609756097561,0.8617886178861789,0.8048780487804879,0.8617886178861789,0.8607723577235772,0.8473577235772358,0.02191354792185942,96,0.8321709839608292,0.8604186144590382,0.7873672741484217,0.8601144153748426,0.8476747954903048,0.8375492166866874,0.02713624011016075,96
3.4871687412261965,0.19206764906986992,0.1583221435546875,0.007361632179001321,16,10,"[128, 64]",sgd,100,"{'clf__batch_size': 16, 'clf__epochs': 10, 'clf__layers': [128, 64], 'clf__optimizer': 'sgd', 'preproc__k': 100}",0.899390243902439,0.8983739837398373,0.8861788617886179,0.8963414634146342,0.866869918699187,0.8894308943089431,0.01221881167901557,70,0.8825242299326272,0.8759508005708077,0.8733592977984502,0.8883188541745388,0.8383918802073161,0.871709012536748,0.01745624977124454,70
3.447150945663452,0.12109847500801114,0.1517165184020996,0.0022515919255569655,16,10,"[128, 64]",sgd,110,"{'clf__batch_size': 16, 'clf__epochs': 10, 'clf__layers': [128, 64], 'clf__optimizer': 'sgd', 'preproc__k': 110}",0.9563008130081301,0.9359756097560976,0.9186991869918699,0.9441056910569106,0.9705284552845529,0.9451219512195121,0.017625596250958383,46,0.9466850966958287,0.9239549508858452,0.9003762324857292,0.9341690924173236,0.9634694647710158,0.9337309674511485,0.021262589142981007,46
3.37059645652771,0.11029673455014612,0.15212135314941405,0.010143582936296112,16,10,"[128, 64]",sgd,120,"{'clf__batch_size': 16, 'clf__epochs': 10, 'clf__layers': [128, 64], 'clf__optimizer': 'sgd', 'preproc__k': 120}",1.0,0.9959349593495935,0.9989837398373984,0.9959349593495935,0.9979674796747967,0.9977642276422765,0.0016260162601625912,21,1.0,0.995876258855353,0.9989824113927414,0.9959472352285668,0.9979639448568399,0.9977539700667004,0.001636331148260804,22
6.044358968734741,0.18512827166791726,0.15042695999145508,0.007836501853219935,16,20,"[64, 32]",adam,80,"{'clf__batch_size': 16, 'clf__epochs': 20, 'clf__layers': [64, 32], 'clf__optimizer': 'adam', 'preproc__k': 80}",0.7571138211382114,0.7449186991869918,0.7367886178861789,0.7439024390243902,0.7560975609756098,0.7477642276422763,0.0077502747824949566,111,0.7442247113132433,0.730410867545256,0.7234257347412365,0.7304286212467506,0.7405233526285868,0.7338026574950146,0.007541297426494166,111
6.063439464569091,0.27397543041167627,0.14641895294189453,0.008897272949217884,16,20,"[64, 32]",adam,90,"{'clf__batch_size': 16, 'clf__epochs': 20, 'clf__layers': [64, 32], 'clf__optimizer': 'adam', 'preproc__k': 90}",0.8638211382113821,0.8709349593495935,0.834349593495935,0.8790650406504065,0.8861788617886179,0.866869918699187,0.017916179569950424,86,0.8576295872099632,0.8646618942098332,0.8198355558392518,0.8800266815688206,0.883343547055256,0.8610994531766248,0.022717745779467814,82
6.336306858062744,0.2584456945454199,0.15652804374694823,0.008648308680021895,16,20,"[64, 32]",adam,100,"{'clf__batch_size': 16, 'clf__epochs': 20, 'clf__layers': [64, 32], 'clf__optimizer': 'adam', 'preproc__k': 100}",0.9227642276422764,0.9126016260162602,0.8963414634146342,0.9105691056910569,0.9237804878048781,0.9132113821138212,0.009948974187414972,47,0.9153577691305212,0.8976056793842088,0.8786339024901243,0.8974976290958953,0.9116399279489412,0.9001469816099382,0.012959519524342435,47
6.021350622177124,0.26687883876309026,0.15753021240234374,0.010258191374948437,16,20,"[64, 32]",adam,110,"{'clf__batch_size': 16, 'clf__epochs': 20, 'clf__layers': [64, 32], 'clf__optimizer': 'adam', 'preproc__k': 110}",0.948170731707317,0.9451219512195121,0.9522357723577236,0.9512195121951219,0.9715447154471545,0.9536585365853657,0.009283079062332732,25,0.9401152623375113,0.9317882610565537,0.9401036550959199,0.9400192541447473,0.9644832436566247,0.9433019352582714,0.011066818826413844,25
