mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__penalty,param_clf__solver,param_preproc__k,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
0.06107778549194336,0.0048162339276527286,0.007775640487670899,0.00040143485960622116,0.01,l2,lbfgs,80,"{'clf__C': 0.01, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 80}",0.7184959349593496,0.7367886178861789,0.7327235772357723,0.7357723577235772,0.7479674796747967,0.734349593495935,0.009459411608309008,50,0.6991437410059326,0.7282764624937302,0.7209045161085478,0.7280486546914594,0.7385028639607486,0.7229752476520838,0.013169493871554342,50
0.06832199096679688,0.01044487647866099,0.00819859504699707,0.00040061999901948536,0.01,l2,lbfgs,90,"{'clf__C': 0.01, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 90}",0.8638211382113821,0.8617886178861789,0.8262195121951219,0.8495934959349594,0.8607723577235772,0.8524390243902438,0.01401407656580342,40,0.8576295872099632,0.8604186144590382,0.8164735337424862,0.8421975346206346,0.8476747954903048,0.8448788131044853,0.015658443944855282,40
0.06370086669921875,0.004105964253843034,0.007703924179077148,0.0004023707398808597,0.01,l2,lbfgs,100,"{'clf__C': 0.01, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 100}",0.9237804878048781,0.9095528455284553,0.8861788617886179,0.866869918699187,0.891260162601626,0.8955284552845528,0.019605130978516273,30,0.9163980856171382,0.8956005058571495,0.8733592977984502,0.8504897072263529,0.8712850798081275,0.8814265352614437,0.02257843016951139,30
0.0710209846496582,0.006033619175548753,0.008194923400878906,0.0007557363974611302,0.01,l2,lbfgs,110,"{'clf__C': 0.01, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 110}",0.948170731707317,0.9359756097560976,0.9400406504065041,0.9146341463414634,0.9705284552845529,0.9418699186991869,0.0181156747602904,20,0.9401152623375113,0.9239549508858452,0.9294824920797936,0.8963399454691376,0.9634694647710158,0.9306724231086608,0.02186354291641812,20
0.08149251937866211,0.005978094835611129,0.008048629760742188,7.527242696227103e-05,0.01,l2,lbfgs,120,"{'clf__C': 0.01, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 120}",1.0,0.967479674796748,0.9989837398373984,0.9989837398373984,0.9979674796747967,0.9926829268292684,0.012618006662738811,10,1.0,0.9583068823146084,0.9989824113927414,0.9989833638624955,0.9979639448568399,0.9908473204853371,0.016282953706210385,10
0.07052798271179199,0.005263002632295049,0.008421754837036133,0.00047391443023604826,0.05,l2,lbfgs,80,"{'clf__C': 0.05, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 80}",0.7530487804878049,0.7367886178861789,0.7347560975609756,0.7357723577235772,0.7479674796747967,0.7416666666666667,0.007423570068190926,41,0.7432440833251454,0.7282764624937302,0.7229190060115114,0.7280486546914594,0.7385028639607486,0.732198214096519,0.007489492886723513,41
0.07092823982238769,0.005332743558299762,0.007220602035522461,0.0003918834365260295,0.05,l2,lbfgs,90,"{'clf__C': 0.05, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 90}",0.8638211382113821,0.8617886178861789,0.8262195121951219,0.8790650406504065,0.8861788617886179,0.8634146341463413,0.020733699888303425,31,0.8576295872099632,0.8604186144590382,0.8164735337424862,0.8800266815688206,0.883343547055256,0.8595783928071128,0.02385559791906876,31
0.07696866989135742,0.004093207614559391,0.007709121704101563,0.0003922763011147992,0.05,l2,lbfgs,100,"{'clf__C': 0.05, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 100}",0.9237804878048781,0.9095528455284553,0.8861788617886179,0.8963414634146342,0.915650406504065,0.9063008130081303,0.01347301903998093,21,0.9163980856171382,0.8956005058571495,0.8733592977984502,0.8881366773981431,0.9059367232670791,0.8958862579875919,0.014760409980715204,21
0.07869977951049804,0.005425135295900257,0.007796239852905273,0.00040089958663163495,0.05,l2,lbfgs,110,"{'clf__C': 0.05, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 110}",0.948170731707317,0.9359756097560976,0.9400406504065041,0.9441056910569106,0.9715447154471545,0.9479674796747968,0.012469806219656876,11,0.9401152623375113,0.9239549508858452,0.9294824920797936,0.9341690924173236,0.9644832436566247,0.9384410082754198,0.014066636318143092,11
0.09225187301635743,0.0036183985004190965,0.008041095733642579,0.0006315204104149129,0.05,l2,lbfgs,120,"{'clf__C': 0.05, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 120}",1.0,0.9969512195121951,0.9989837398373984,0.9989837398373984,0.9979674796747967,0.9985772357723578,0.0010363860799985445,1,1.0,0.9968888137708668,0.9989841811140647,0.9989833638624955,0.9979639448568399,0.9985640607208535,0.001056487508346323,1
0.08362140655517578,0.008720938652443385,0.008017301559448242,1.7986939783859145e-05,0.1,l2,lbfgs,80,"{'clf__C': 0.1, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 80}",0.7530487804878049,0.7367886178861789,0.7347560975609756,0.7317073170731707,0.7479674796747967,0.7408536585365854,0.008205946844791196,47,0.7432440833251454,0.7282764624937302,0.7229190060115114,0.7240004465075142,0.7385028639607486,0.73138857245973,0.008089121964570912,47
0.07858743667602539,0.005675103731346498,0.007032585144042969,4.471639446738013e-05,0.1,l2,lbfgs,90,"{'clf__C': 0.1, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 90}",0.8638211382113821,0.8617886178861789,0.8262195121951219,0.8790650406504065,0.8861788617886179,0.8634146341463413,0.020733699888303425,31,0.8576295872099632,0.8604186144590382,0.8164735337424862,0.8800266815688206,0.883343547055256,0.8595783928071128,0.02385559791906876,31
0.08732738494873046,0.003259158070189864,0.007892322540283204,0.0004440062074082504,0.1,l2,lbfgs,100,"{'clf__C': 0.1, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 100}",0.9237804878048781,0.9095528455284553,0.8861788617886179,0.8963414634146342,0.915650406504065,0.9063008130081303,0.01347301903998093,21,0.9163980856171382,0.8956005058571495,0.8733592977984502,0.8881366773981431,0.9059367232670791,0.8958862579875919,0.014760409980715204,21
0.08961262702941894,0.003243420659535258,0.007491922378540039,0.0005154291323094817,0.1,l2,lbfgs,110,"{'clf__C': 0.1, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 110}",0.948170731707317,0.9359756097560976,0.9400406504065041,0.9441056910569106,0.9715447154471545,0.9479674796747968,0.012469806219656876,11,0.9401152623375113,0.9239549508858452,0.9294824920797936,0.9341690924173236,0.9644832436566247,0.9384410082754198,0.014066636318143092,11
0.09288363456726074,0.005371466633112078,0.007840824127197266,0.00023720381259390887,0.1,l2,lbfgs,120,"{'clf__C': 0.1, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 120}",1.0,0.9969512195121951,0.9989837398373984,0.9989837398373984,0.9979674796747967,0.9985772357723578,0.0010363860799985445,1,1.0,0.9968888137708668,0.9989841811140647,0.9989833638624955,0.9979639448568399,0.9985640607208535,0.001056487508346323,1
0.09114437103271485,0.004144865918168486,0.007264518737792968,0.0007707018637102685,0.25,l2,lbfgs,80,"{'clf__C': 0.25, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 80}",0.7530487804878049,0.7367886178861789,0.7347560975609756,0.7317073170731707,0.7479674796747967,0.7408536585365854,0.008205946844791196,47,0.7432440833251454,0.7282764624937302,0.7229190060115114,0.7240004465075142,0.7385028639607486,0.73138857245973,0.008089121964570912,47
0.09317870140075683,0.00501693180148484,0.00756988525390625,0.0005168857741304954,0.25,l2,lbfgs,90,"{'clf__C': 0.25, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 90}",0.8638211382113821,0.8617886178861789,0.8262195121951219,0.8790650406504065,0.8861788617886179,0.8634146341463413,0.020733699888303425,31,0.8576295872099632,0.8604186144590382,0.8164735337424862,0.8800266815688206,0.883343547055256,0.8595783928071128,0.02385559791906876,31
0.09519500732421875,0.004206422150272367,0.0077400684356689455,0.0006056976285324933,0.25,l2,lbfgs,100,"{'clf__C': 0.25, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 100}",0.9237804878048781,0.9095528455284553,0.8841463414634146,0.8963414634146342,0.915650406504065,0.9058943089430895,0.01409051220523335,23,0.9163980856171382,0.8956005058571495,0.8712530814822657,0.8881366773981431,0.9059367232670791,0.8954650147243551,0.015412921422879285,23
0.09488973617553711,0.006301860393290251,0.007630109786987305,0.0004682347872498599,0.25,l2,lbfgs,110,"{'clf__C': 0.25, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 110}",0.948170731707317,0.9359756097560976,0.9400406504065041,0.9441056910569106,0.9715447154471545,0.9479674796747968,0.012469806219656876,11,0.9401152623375113,0.9239549508858452,0.9294824920797936,0.9341690924173236,0.9644832436566247,0.9384410082754198,0.014066636318143092,11
0.09510569572448731,0.005383836374480334,0.007662200927734375,0.0004968751322252371,0.25,l2,lbfgs,120,"{'clf__C': 0.25, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 120}",1.0,0.9969512195121951,0.9989837398373984,0.9989837398373984,0.9979674796747967,0.9985772357723578,0.0010363860799985445,1,1.0,0.9968888137708668,0.9989841811140647,0.9989833638624955,0.9979639448568399,0.9985640607208535,0.001056487508346323,1
0.10218439102172852,0.007972811283978832,0.0068695068359375,0.0003855421542707775,0.5,l2,lbfgs,80,"{'clf__C': 0.5, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 80}",0.7530487804878049,0.7367886178861789,0.7347560975609756,0.7317073170731707,0.7479674796747967,0.7408536585365854,0.008205946844791196,47,0.7432440833251454,0.7282764624937302,0.7229190060115114,0.7240004465075142,0.7385028639607486,0.73138857245973,0.008089121964570912,47
0.09441871643066406,0.006368908874556527,0.0070668220520019535,0.00032217846202154256,0.5,l2,lbfgs,90,"{'clf__C': 0.5, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 90}",0.8638211382113821,0.8617886178861789,0.8262195121951219,0.8790650406504065,0.8861788617886179,0.8634146341463413,0.020733699888303425,31,0.8576295872099632,0.8604186144590382,0.8164735337424862,0.8800266815688206,0.883343547055256,0.8595783928071128,0.02385559791906876,31
0.10489611625671387,0.010091638572386019,0.008029603958129882,0.0006290025015212173,0.5,l2,lbfgs,100,"{'clf__C': 0.5, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 100}",0.9227642276422764,0.9095528455284553,0.8841463414634146,0.8963414634146342,0.915650406504065,0.9056910569105691,0.013836075142371946,24,0.9153577691305212,0.8956005058571495,0.8712530814822657,0.8881366773981431,0.9059367232670791,0.8952569514270318,0.01513342329496238,24
0.10235214233398438,0.00772273124534812,0.007471799850463867,0.00045623454360697874,0.5,l2,lbfgs,110,"{'clf__C': 0.5, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 110}",0.948170731707317,0.9359756097560976,0.9400406504065041,0.9441056910569106,0.9715447154471545,0.9479674796747968,0.012469806219656876,11,0.9401152623375113,0.9239549508858452,0.9294824920797936,0.9341690924173236,0.9644832436566247,0.9384410082754198,0.014066636318143092,11
0.09982719421386718,0.004437431123904543,0.008414554595947265,0.0004940659205314149,0.5,l2,lbfgs,120,"{'clf__C': 0.5, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 120}",1.0,0.9969512195121951,0.9989837398373984,0.9989837398373984,0.9979674796747967,0.9985772357723578,0.0010363860799985445,1,1.0,0.9968888137708668,0.9989841811140647,0.9989833638624955,0.9979639448568399,0.9985640607208535,0.001056487508346323,1
0.09634041786193848,0.01657464491619519,0.0073778629302978516,0.0006919894617917223,0.75,l2,lbfgs,80,"{'clf__C': 0.75, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 80}",0.7530487804878049,0.7367886178861789,0.7347560975609756,0.7357723577235772,0.7479674796747967,0.7416666666666667,0.007423570068190926,41,0.7432440833251454,0.7282764624937302,0.7229190060115114,0.7280486546914594,0.7385028639607486,0.732198214096519,0.007489492886723513,41
0.10254707336425781,0.010606197152823238,0.007633209228515625,0.00045557689382366815,0.75,l2,lbfgs,90,"{'clf__C': 0.75, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 90}",0.8638211382113821,0.8617886178861789,0.8262195121951219,0.8790650406504065,0.8861788617886179,0.8634146341463413,0.020733699888303425,31,0.8576295872099632,0.8604186144590382,0.8164735337424862,0.8800266815688206,0.883343547055256,0.8595783928071128,0.02385559791906876,31
0.11624236106872558,0.011256854182063588,0.008406352996826173,0.00048382987591681355,0.75,l2,lbfgs,100,"{'clf__C': 0.75, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 100}",0.9227642276422764,0.9095528455284553,0.8841463414634146,0.8963414634146342,0.915650406504065,0.9056910569105691,0.013836075142371946,24,0.9153577691305212,0.8956005058571495,0.8712530814822657,0.8881366773981431,0.9059367232670791,0.8952569514270318,0.01513342329496238,24
0.11381144523620605,0.007676335118738376,0.008009386062622071,0.0006289407355129547,0.75,l2,lbfgs,110,"{'clf__C': 0.75, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 110}",0.948170731707317,0.9359756097560976,0.9400406504065041,0.9441056910569106,0.9715447154471545,0.9479674796747968,0.012469806219656876,11,0.9401152623375113,0.9239549508858452,0.9294824920797936,0.9341690924173236,0.9644832436566247,0.9384410082754198,0.014066636318143092,11
0.09891743659973144,0.006428845834328234,0.007309675216674805,0.0004065967827947969,0.75,l2,lbfgs,120,"{'clf__C': 0.75, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 120}",0.9979674796747967,0.9969512195121951,0.9989837398373984,0.9989837398373984,0.9979674796747967,0.9981707317073172,0.0007604994688565126,5,0.997932528928464,0.9968888137708668,0.9989841811140647,0.9989833638624955,0.9979639448568399,0.9981505665065462,0.0007826688624870652,5
0.11833949089050293,0.006094937632291062,0.008011722564697265,0.0008939534887483133,0.9,l2,lbfgs,80,"{'clf__C': 0.9, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 80}",0.7530487804878049,0.7367886178861789,0.7347560975609756,0.7357723577235772,0.7479674796747967,0.7416666666666667,0.007423570068190926,41,0.7432440833251454,0.7282764624937302,0.7229190060115114,0.7280486546914594,0.7385028639607486,0.732198214096519,0.007489492886723513,41
0.10499162673950195,0.010671772972093712,0.008204412460327149,0.0003981246019660127,0.9,l2,lbfgs,90,"{'clf__C': 0.9, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 90}",0.8638211382113821,0.8617886178861789,0.8262195121951219,0.8790650406504065,0.8861788617886179,0.8634146341463413,0.020733699888303425,31,0.8576295872099632,0.8604186144590382,0.8164735337424862,0.8800266815688206,0.883343547055256,0.8595783928071128,0.02385559791906876,31
0.11527185440063477,0.011661456239355762,0.007809686660766602,0.000406586364547475,0.9,l2,lbfgs,100,"{'clf__C': 0.9, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 100}",0.9227642276422764,0.9095528455284553,0.8841463414634146,0.8963414634146342,0.915650406504065,0.9056910569105691,0.013836075142371946,24,0.9153577691305212,0.8956005058571495,0.8712530814822657,0.8881366773981431,0.9059367232670791,0.8952569514270318,0.01513342329496238,24
0.10879926681518555,0.00962729889820736,0.008348226547241211,0.0008391462627604979,0.9,l2,lbfgs,110,"{'clf__C': 0.9, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 110}",0.948170731707317,0.9359756097560976,0.9400406504065041,0.9441056910569106,0.9715447154471545,0.9479674796747968,0.012469806219656876,11,0.9401152623375113,0.9239549508858452,0.9294824920797936,0.9341690924173236,0.9644832436566247,0.9384410082754198,0.014066636318143092,11
0.10641107559204102,0.007490219368099841,0.007978105545043945,0.00012070815972972167,0.9,l2,lbfgs,120,"{'clf__C': 0.9, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 120}",0.9979674796747967,0.9969512195121951,0.9989837398373984,0.9989837398373984,0.9979674796747967,0.9981707317073172,0.0007604994688565126,5,0.997932528928464,0.9968888137708668,0.9989841811140647,0.9989833638624955,0.9979639448568399,0.9981505665065462,0.0007826688624870652,5
0.11162757873535156,0.005714797513299212,0.007732295989990234,0.0008109669881848138,0.95,l2,lbfgs,80,"{'clf__C': 0.95, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 80}",0.7530487804878049,0.7367886178861789,0.7347560975609756,0.7357723577235772,0.7479674796747967,0.7416666666666667,0.007423570068190926,41,0.7432440833251454,0.7282764624937302,0.7229190060115114,0.7280486546914594,0.7385028639607486,0.732198214096519,0.007489492886723513,41
0.10982918739318848,0.006066010194939368,0.007216310501098633,0.0003919598713987567,0.95,l2,lbfgs,90,"{'clf__C': 0.95, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 90}",0.8638211382113821,0.8617886178861789,0.8262195121951219,0.8790650406504065,0.8861788617886179,0.8634146341463413,0.020733699888303425,31,0.8576295872099632,0.8604186144590382,0.8164735337424862,0.8800266815688206,0.883343547055256,0.8595783928071128,0.02385559791906876,31
0.12667236328125,0.017052105799378773,0.009021520614624023,0.0012111694324635212,0.95,l2,lbfgs,100,"{'clf__C': 0.95, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 100}",0.9227642276422764,0.9095528455284553,0.8841463414634146,0.8963414634146342,0.915650406504065,0.9056910569105691,0.013836075142371946,24,0.9153577691305212,0.8956005058571495,0.8712530814822657,0.8881366773981431,0.9059367232670791,0.8952569514270318,0.01513342329496238,24
0.10926613807678223,0.008958618815108135,0.007401704788208008,0.0004812331932084171,0.95,l2,lbfgs,110,"{'clf__C': 0.95, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 110}",0.948170731707317,0.9359756097560976,0.9400406504065041,0.9441056910569106,0.9715447154471545,0.9479674796747968,0.012469806219656876,11,0.9401152623375113,0.9239549508858452,0.9294824920797936,0.9341690924173236,0.9644832436566247,0.9384410082754198,0.014066636318143092,11
0.10412278175354003,0.00466459316432666,0.007814502716064453,0.0003922073485019381,0.95,l2,lbfgs,120,"{'clf__C': 0.95, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 120}",0.9979674796747967,0.9969512195121951,0.9989837398373984,0.9989837398373984,0.9979674796747967,0.9981707317073172,0.0007604994688565126,5,0.997932528928464,0.9968888137708668,0.9989841811140647,0.9989833638624955,0.9979639448568399,0.9981505665065462,0.0007826688624870652,5
0.10993165969848633,0.007326901267780765,0.007799863815307617,0.0004006134550628782,0.99,l2,lbfgs,80,"{'clf__C': 0.99, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 80}",0.7530487804878049,0.7367886178861789,0.7347560975609756,0.7357723577235772,0.7479674796747967,0.7416666666666667,0.007423570068190926,41,0.7432440833251454,0.7282764624937302,0.7229190060115114,0.7280486546914594,0.7385028639607486,0.732198214096519,0.007489492886723513,41
0.10933403968811035,0.008330874241194587,0.00789937973022461,0.0007386537357354033,0.99,l2,lbfgs,90,"{'clf__C': 0.99, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 90}",0.8638211382113821,0.8617886178861789,0.8262195121951219,0.8790650406504065,0.8861788617886179,0.8634146341463413,0.020733699888303425,31,0.8576295872099632,0.8604186144590382,0.8164735337424862,0.8800266815688206,0.883343547055256,0.8595783928071128,0.02385559791906876,31
0.11885271072387696,0.013345350887684687,0.00802907943725586,0.0006332389310176613,0.99,l2,lbfgs,100,"{'clf__C': 0.99, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 100}",0.9227642276422764,0.9095528455284553,0.8841463414634146,0.8963414634146342,0.915650406504065,0.9056910569105691,0.013836075142371946,24,0.9153577691305212,0.8956005058571495,0.8712530814822657,0.8881366773981431,0.9059367232670791,0.8952569514270318,0.01513342329496238,24
0.107661771774292,0.008437423629877417,0.007242012023925781,0.0005085038584113731,0.99,l2,lbfgs,110,"{'clf__C': 0.99, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 110}",0.948170731707317,0.9359756097560976,0.9400406504065041,0.9441056910569106,0.9715447154471545,0.9479674796747968,0.012469806219656876,11,0.9401152623375113,0.9239549508858452,0.9294824920797936,0.9341690924173236,0.9644832436566247,0.9384410082754198,0.014066636318143092,11
0.09817595481872558,0.005208621864257438,0.0076122283935546875,0.0008049511639691753,0.99,l2,lbfgs,120,"{'clf__C': 0.99, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 120}",0.9979674796747967,0.9969512195121951,0.9989837398373984,0.9989837398373984,0.9979674796747967,0.9981707317073172,0.0007604994688565126,5,0.997932528928464,0.9968888137708668,0.9989841811140647,0.9989833638624955,0.9979639448568399,0.9981505665065462,0.0007826688624870652,5
0.11157512664794922,0.00349906741108062,0.007820987701416015,0.00035955484043269744,1.0,l2,lbfgs,80,"{'clf__C': 1.0, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 80}",0.7530487804878049,0.7367886178861789,0.7347560975609756,0.7357723577235772,0.7479674796747967,0.7416666666666667,0.007423570068190926,41,0.7432440833251454,0.7282764624937302,0.7229190060115114,0.7280486546914594,0.7385028639607486,0.732198214096519,0.007489492886723513,41
0.10058465003967285,0.005494797468308525,0.007793235778808594,0.00037832013118082697,1.0,l2,lbfgs,90,"{'clf__C': 1.0, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 90}",0.8638211382113821,0.8617886178861789,0.8262195121951219,0.8790650406504065,0.8861788617886179,0.8634146341463413,0.020733699888303425,31,0.8576295872099632,0.8604186144590382,0.8164735337424862,0.8800266815688206,0.883343547055256,0.8595783928071128,0.02385559791906876,31
0.11425180435180664,0.011770795000776366,0.008330726623535156,0.000380449139775704,1.0,l2,lbfgs,100,"{'clf__C': 1.0, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 100}",0.9227642276422764,0.9095528455284553,0.8841463414634146,0.8963414634146342,0.915650406504065,0.9056910569105691,0.013836075142371946,24,0.9153577691305212,0.8956005058571495,0.8712530814822657,0.8881366773981431,0.9059367232670791,0.8952569514270318,0.01513342329496238,24
0.11057581901550292,0.008583650703840947,0.007634115219116211,0.0005034847301393831,1.0,l2,lbfgs,110,"{'clf__C': 1.0, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 110}",0.948170731707317,0.9359756097560976,0.9400406504065041,0.9441056910569106,0.9715447154471545,0.9479674796747968,0.012469806219656876,11,0.9401152623375113,0.9239549508858452,0.9294824920797936,0.9341690924173236,0.9644832436566247,0.9384410082754198,0.014066636318143092,11
0.09846563339233398,0.005574042525657257,0.007805585861206055,0.0004065649903670769,1.0,l2,lbfgs,120,"{'clf__C': 1.0, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'preproc__k': 120}",0.9979674796747967,0.9969512195121951,0.9989837398373984,0.9989837398373984,0.9979674796747967,0.9981707317073172,0.0007604994688565126,5,0.997932528928464,0.9968888137708668,0.9989841811140647,0.9989833638624955,0.9979639448568399,0.9981505665065462,0.0007826688624870652,5
